244	5
245	5
240	5
242	5
248	5
251	5
253	5
264	5
0	5
211	5
222	5
247	5
241	5
172	5
250	5
199	5
200	5
201	0
203	0
204	0
205	0
208	5
209	5
210	5
173	5
174	0
187	0
188	0
189	0
193	5
195	5
196	5
223	5
256	5
257	5
258	5
259	5
260	5
261	5
212	5
213	5
215	5
216	0
219	5
220	5
221	5
202	0
175	0
1	5
50	5
150	0
158	0
164	5
166	5
169	5
176	0
227	5
233	0
214	5
51	5
52	0
183	0
229	0
235	0
230	0
177	0
185	0
151	0
53	0
159	0
162	0
184	0
190	0
218	0
207	0
54	0
232	0
217	0
206	0
192	0
160	0
186	0
132	0
133	0
152	0
161	0
163	0
191	0
134	0
55	0
178	0
153	0
56	9
131	9
179	9
182	9
135	6
149	6
154	6
157	6
180	9
181	9
136	6
148	6
93	5
130	9
75	5
100	5
155	6
156	6
107	5
57	9
58	9
127	9
123	9
137	6
143	6
141	6
128	9
129	9
142	6
147	6
124	9
125	9
126	9
144	6
145	6
146	6
59	9
138	6
60	9
139	6
140	1
61	9
62	1
118	1
116	1
117	1
122	1
119	1
120	1
121	1
63	1
64	1
65	1
66	1
115	1
67	1
114	1
68	7
113	7
69	7
112	7
70	7
111	7
71	7
239	5
72	7
236	5
255	7
238	5
73	7
197	5
74	5
194	5
198	5
170	5
167	5
108	5
171	5
165	5
168	5
101	5
94	5
76	5
109	5
77	5
95	5
102	3
110	3
78	8
96	8
2	3
103	3
27	5
104	3
105	3
106	3
25	5
97	8
98	8
99	8
3	5
5	3
48	3
49	3
23	5
79	8
91	8
92	8
6	3
41	3
45	3
80	8
84	8
86	8
85	8
90	8
46	3
47	3
87	8
88	8
89	8
42	3
43	3
44	3
81	8
7	3
8	3
82	8
83	8
9	2
10	2
34	2
38	2
39	2
40	2
35	2
36	2
37	2
11	2
12	2
13	2
14	2
33	2
15	4
32	2
16	4
31	4
17	4
30	4
18	4
29	4
19	4
20	4
254	4
21	5
22	5
224	5
252	5
225	5
20263	5
20262	5
243	5
246	5
249	5
24	5
28	5
26	5
4	5
265	5
