101	3
102	3
105	3
120	3
104	3
4	1
6	1
7	1
28	1
109	1
110	1
111	1
112	1
113	1
114	1
115	1
116	1
77	1
96	1
90	1
35	1
24	1
32	1
91	9
11	1
30	1
78	9
36	1
37	9
18	1
34	1
97	9
38	9
55	9
95	9
79	9
80	9
86	9
63	9
92	9
39	7
48	9
66	1
93	1
81	4
49	5
13	1
33	1
94	9
16	1
29	1
67	9
68	0
70	9
76	9
40	7
56	9
57	9
87	1
50	5
58	6
51	5
71	8
41	7
22	1
31	1
88	0
72	8
42	7
52	5
8	0
19	0
89	9
82	4
59	6
53	0
60	6
83	4
73	8
43	7
54	0
44	0
61	6
74	8
84	4
62	6
45	0
20	0
25	0
85	4
75	8
69	0
26	9
27	9
46	0
64	1
0	2
15	0
17	0
9	0
14	0
107	1
108	1
47	0
10	0
12	0
1	2
1117	1
5	1
2	2
103	2
21	0
23	0
106	1
20118	2
20119	2
121	3
